EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
286,50.0,No,Travel_Frequently,1296,Sales,10,5,Technical Degree,1,3,Female,45,3,1,Sales Executive,1,Divorced,15031.0,4751,8,Y,No,25,3,2,80,3,4,3,4,4,3,15,2
287,41.0,Yes,Travel_Rarely,544,Research & Development,3,2,Medical,1,4,Female,81,2,2,Laboratory Technician,2,Married,10086.0,2724,9,Y,No,24,4,2,80,1,15,2,4,15,8,4,2
288,28.0,Yes,Travel_Rarely,221,Research & Development,20,2,Life Sciences,1,2,Male,94,2,4,Research Director,2,Married,9207.0,11445,0,Y,Yes,18,3,2,80,2,14,5,4,14,1,9,0
289,34.0,No,Non-Travel,283,Sales,14,2,Life Sciences,1,2,Male,99,3,2,Sales Representative,3,Single,14456.0,11369,8,Y,No,15,3,4,80,0,33,3,3,33,16,6,4
290,21.0,No,Travel_Rarely,770,Research & Development,13,1,Human Resources,1,3,Male,30,2,2,Research Scientist,2,Single,4578.0,11488,4,Y,No,15,3,3,80,2,18,6,4,18,9,9,7
291,42.0,No,Non-Travel,148,Sales,3,4,Marketing,1,2,Male,45,3,4,Sales Executive,3,Single,5734.0,10049,0,Y,Yes,16,3,3,80,0,7,4,4,7,0,12,0
292,47.0,Yes,Travel_Rarely,280,Sales,13,3,Technical Degree,1,1,Female,56,1,2,Sales Representative,3,Single,4466.0,15357,9,Y,Yes,23,4,1,80,2,9,0,3,9,1,3,1
293,26.0,Yes,Travel_Rarely,1471,Research & Development,20,1,Medical,1,4,Male,47,3,3,Manufacturing Director,3,Married,10759.0,18233,7,Y,No,22,3,2,80,3,4,4,4,4,2,14,2
294,38.0,No,Travel_Rarely,240,Research & Development,24,2,Life Sciences,1,4,Female,73,2,1,Research Scientist,3,Divorced,3372.0,20883,6,Y,No,25,3,3,80,1,25,5,1,25,16,5,7
295,37.0,No,Travel_Rarely,629,Sales,25,1,Human Resources,1,4,Male,79,1,5,Sales Executive,4,Married,10763.0,3329,5,Y,Yes,25,3,1,80,3,21,1,4,21,10,1,4
296,36.0,No,Non-Travel,683,Research & Development,23,1,Marketing,1,4,Male,43,4,4,Research Scientist,4,Single,10869.0,23501,1,Y,Yes,15,3,1,80,3,22,4,3,22,16,3,11
297,36.0,Yes,Non-Travel,570,Research & Development,9,1,Marketing,1,2,Male,81,4,5,Manufacturing Director,1,Married,13906.0,21011,4,Y,No,15,3,2,80,2,12,5,4,12,9,4,5
298,29.0,No,Travel_Rarely,1386,Sales,25,4,Medical,1,2,Male,79,4,1,Manager,1,Single,3523.0,14538,2,Y,Yes,25,3,1,80,3,8,0,3,8,1,13,1
299,54.0,Yes,Travel_Rarely,242,Research & Development,16,5,Life Sciences,1,2,Female,46,2,3,Healthcare Representative,2,Married,17562.0,20834,1,Y,No,24,3,3,80,1,19,3,4,19,5,8,4
300,59.0,No,Non-Travel,806,Sales,23,3,Medical,1,1,Female,32,1,3,Sales Representative,4,Married,2144.0,16053,9,Y,No,17,3,1,80,0,27,2,1,27,15,12,0
301,34.0,Yes,Travel_Rarely,1269,Sales,23,4,Medical,1,2,Male,91,3,3,Manager,1,Divorced,14534.0,16535,0,Y,No,16,3,1,80,0,36,5,3,36,27,8,21
302,54.0,No,Non-Travel,393,Research & Development,8,4,Other,1,2,Male,50,4,3,Laboratory Technician,4,Divorced,19738.0,11361,8,Y,No,23,3,3,80,2,23,5,3,23,17,7,5
303,56.0,No,Travel_Rarely,521,Research & Development,12,5,Human Resources,1,4,Male,62,4,4,Healthcare Representative,4,Single,2624.0,9057,1,Y,Yes,23,3,1,80,1,32,6,3,32,0,12,0
304,45.0,No,Non-Travel,663,Research & Development,26,4,Marketing,1,2,Female,30,1,4,Laboratory Technician,2,Married,4546.0,13631,0,Y,No,24,3,1,80,1,19,1,3,19,2,14,2
305,58.0,No,Travel_Frequently,516,Research & Development,28,1,Other,1,3,Male,99,1,2,Manager,2,Divorced,3528.0,26249,6,Y,Yes,20,3,4,80,0,29,3,4,29,14,11,10
306,52.0,Yes,Travel_Rarely,760,Human Resources,12,1,Technical Degree,1,3,Male,85,1,2,Human Resources,3,Divorced,2151.0,12559,8,Y,No,21,3,1,80,0,8,5,4,8,3,13,0
307,35.0,No,Travel_Rarely,1012,Research & Development,19,2,Marketing,1,4,Female,33,2,1,Manager,4,Married,4866.0,6294,5,Y,No,12,4,1,80,3,16,5,1,16,9,3,4
308,31.0,Yes,Non-Travel,1230,Research & Development,24,4,Marketing,1,2,Female,51,1,2,Manufacturing Director,3,Divorced,3765.0,11656,7,Y,Yes,23,3,4,80,2,35,2,1,35,20,5,19
309,52.0,No,Travel_Rarely,1441,Research & Development,17,2,Human Resources,1,3,Male,87,3,1,Manager,3,Single,16877.0,15370,6,Y,No,11,4,4,80,0,13,0,4,13,4,6,0
310,58.0,No,Travel_Rarely,158,Sales,29,3,Technical Degree,1,3,Male,73,3,1,Sales Executive,3,Divorced,7728.0,20114,8,Y,No,11,3,4,80,0,18,4,2,18,14,12,10
311,24.0,No,Travel_Rarely,1115,Research & Development,15,1,Life Sciences,1,1,Female,86,4,1,Healthcare Representative,4,Single,1580.0,10149,6,Y,No,14,3,2,80,1,6,6,3,6,6,0,1
312,58.0,Yes,Travel_Rarely,357,Sales,22,3,Technical Degree,1,4,Female,69,3,3,Sales Representative,4,Married,13801.0,16478,5,Y,No,12,3,2,80,1,2,3,4,2,1,12,0
313,30.0,No,Travel_Rarely,892,Sales,18,5,Life Sciences,1,3,Male,85,1,5,Manager,3,Divorced,13857.0,3123,0,Y,No,16,3,3,80,1,32,2,1,32,14,0,7
314,35.0,No,Non-Travel,630,Human Resources,7,1,Technical Degree,1,3,Female,92,3,5,Human Resources,4,Single,1009.0,25577,8,Y,No,22,3,1,80,0,31,2,3,31,9,3,5
315,54.0,No,Travel_Rarely,265,Research & Development,13,3,Medical,1,4,Female,68,4,4,Laboratory Technician,3,Married,2542.0,23005,9,Y,No,22,3,3,80,2,10,4,1,10,7,2,2
316,30.0,Yes,Travel_Rarely,1148,Research & Development,19,5,Technical Degree,1,2,Male,36,2,1,Manager,1,Married,2366.0,19872,4,Y,No,19,3,2,80,3,1,3,2,1,0,9,0
317,53.0,No,Travel_Rarely,103,Research & Development,16,3,Other,1,4,Male,43,3,3,Laboratory Technician,4,Divorced,1915.0,18648,1,Y,No,20,4,1,80,2,25,3,3,25,11,3,11
318,48.0,Yes,Non-Travel,102,Sales,11,5,Other,1,1,Male,47,4,2,Sales Executive,2,Divorced,9145.0,17366,7,Y,No,21,3,1,80,0,3,6,2,3,2,12,2
319,19.0,No,Travel_Rarely,517,Sales,26,5,Human Resources,1,1,Female,84,4,2,Manager,2,Married,19999.0,20413,3,Y,No,25,3,4,80,3,16,0,2,16,4,12,3
320,33.0,No,Travel_Rarely,461,Sales,5,1,Life Sciences,1,1,Male,85,1,4,Sales Representative,3,Married,12423.0,8874,2,Y,No,24,3,2,80,2,16,3,2,16,9,8,5
321,26.0,No,Non-Travel,1005,Research & Development,26,2,Marketing,1,3,Female,86,4,4,Laboratory Technician,1,Divorced,7518.0,5766,0,Y,No,20,3,1,80,0,27,6,4,27,24,1,22
322,26.0,No,Travel_Rarely,468,Research & Development,2,5,Human Resources,1,2,Female,87,3,1,Manager,4,Married,17713.0,10587,4,Y,No,18,3,4,80,2,29,5,1,29,25,13,7
323,55.0,No,Non-Travel,638,Research & Development,1,5,Other,1,1,Male,54,4,1,Manager,3,Married,6709.0,9056,2,Y,No,14,3,1,80,0,39,4,3,39,7,3,4
324,28.0,Yes,Travel_Rarely,979,Sales,16,1,Other,1,4,Female,99,4,2,Sales Representative,1,Married,15956.0,10299,3,Y,No,23,3,2,80,1,22,3,4,22,21,6,9
325,39.0,No,Non-Travel,445,Human Resources,5,2,Life Sciences,1,1,Female,32,1,2,Human Resources,1,Married,8517.0,5563,8,Y,No,22,4,3,80,2,23,0,1,23,19,1,15
326,50.0,No,Travel_Rarely,830,Research & Development,25,4,Other,1,3,Male,50,1,2,Healthcare Representative,4,Single,14905.0,26455,6,Y,Yes,12,3,3,80,1,28,2,4,28,24,7,11
327,53.0,Yes,Travel_Rarely,996,Research & Development,25,4,Other,1,1,Male,61,3,2,Manager,2,Single,16886.0,13098,4,Y,Yes,11,3,1,80,1,3,5,1,3,3,9,0
328,40.0,No,Travel_Rarely,1167,Research & Development,7,2,Life Sciences,1,2,Male,31,4,5,Research Scientist,2,Single,4760.0,9849,7,Y,No,17,3,4,80,3,37,3,3,37,11,3,5
329,51.0,No,Travel_Frequently,823,Research & Development,9,3,Other,1,1,Female,49,2,1,Research Director,1,Divorced,7446.0,15771,5,Y,No,20,3,4,80,3,28,4,3,28,8,8,8
330,26.0,No,Non-Travel,663,Sales,4,1,Marketing,1,2,Female,47,4,1,Manager,2,Married,11545.0,8035,9,Y,No,13,4,4,80,2,18,3,3,18,9,13,9
331,41.0,Yes,Travel_Rarely,1276,Research & Development,19,2,Medical,1,2,Male,83,2,2,Laboratory Technician,1,Married,2269.0,17104,1,Y,Yes,24,3,2,80,0,26,6,3,26,15,0,3
332,25.0,Yes,Travel_Rarely,301,Research & Development,27,4,Human Resources,1,4,Female,65,3,3,Manufacturing Director,1,Married,1717.0,9959,6,Y,No,16,3,3,80,3,28,1,1,28,9,6,9
333,24.0,Yes,Travel_Rarely,420,Sales,20,5,Marketing,1,2,Male,90,1,2,Sales Representative,1,Single,5448.0,5196,0,Y,Yes,15,3,3,80,3,35,0,4,35,8,0,0
334,53.0,No,Travel_Rarely,563,Sales,15,4,Marketing,1,3,Male,89,3,4,Manager,2,Married,14660.0,19569,2,Y,No,15,3,1,80,1,34,2,3,34,25,10,24
335,35.0,No,Travel_Rarely,1134,Sales,7,5,Medical,1,3,Male,65,1,3,Sales Representative,3,Divorced,2974.0,6131,0,Y,No,22,3,3,80,1,5,1,3,5,2,9,1
336,20.0,Yes,Travel_Frequently,1350,Sales,24,1,Human Resources,1,2,Male,73,1,4,Sales Representative,2,Married,6141.0,21459,0,Y,Yes,12,3,4,80,0,22,4,3,22,18,10,15
337,45.0,No,Travel_Rarely,732,Research & Development,18,5,Marketing,1,2,Male,97,4,3,Healthcare Representative,3,Divorced,19999.0,2412,4,Y,No,24,3,2,80,3,38,3,2,38,37,8,32
338,23.0,Yes,Travel_Rarely,432,Research & Development,5,2,Other,1,1,Male,95,4,4,Laboratory Technician,2,Married,8863.0,10674,5,Y,No,19,3,4,80,3,7,0,3,7,5,13,2
339,38.0,Yes,Travel_Rarely,114,Research & Development,21,5,Medical,1,1,Male,73,1,2,Laboratory Technician,4,Married,19999.0,13151,2,Y,Yes,21,3,4,80,0,1,5,3,1,0,11,0
340,45.0,No,Non-Travel,1180,Sales,29,3,Human Resources,1,4,Female,58,2,2,Sales Executive,4,Married,13766.0,5847,2,Y,No,14,3,3,80,3,12,6,1,12,12,9,6
341,57.0,Yes,Travel_Rarely,1453,Research & Development,25,2,Technical Degree,1,1,Male,77,2,3,Laboratory Technician,2,Divorced,13067.0,10794,2,Y,No,20,3,2,80,2,39,6,2,39,4,11,2
342,,No,Travel_Rarely,1187,Research & Development,29,1,Life Sciences,1,3,Male,65,4,4,Research Scientist,4,Divorced,10354.0,26358,0,Y,Yes,11,3,2,80,2,20,3,1,20,13,12,9
343,53.0,Yes,Travel_Rarely,329,Sales,29,2,Other,1,1,Male,37,3,5,Sales Executive,4,Single,10162.0,3081,4,Y,No,12,3,4,80,0,30,3,4,30,20,9,17
344,38.0,Yes,Non-Travel,110,Research & Development,13,3,Medical,1,4,Female,34,2,3,Manager,4,Married,11076.0,22739,0,Y,No,19,3,1,80,1,35,3,2,35,1,11,0
345,60.0,Yes,Travel_Rarely,1347,Research & Development,3,1,Life Sciences,1,4,Male,76,1,3,Research Scientist,4,Married,13613.0,26046,9,Y,No,17,4,3,80,0,37,5,1,37,22,0,8
346,52.0,No,Travel_Rarely,641,Research & Development,28,4,Technical Degree,1,2,Male,72,4,1,Healthcare Representative,3,Married,10620.0,10216,9,Y,No,20,3,1,80,2,26,3,1,26,11,2,11
347,30.0,No,Travel_Rarely,621,Research & Development,6,3,Marketing,1,4,Female,39,4,3,Manager,1,Single,9945.0,10389,2,Y,No,12,3,4,80,3,35,0,4,35,18,11,17
348,27.0,Yes,Travel_Rarely,1177,Sales,26,1,Marketing,1,2,Male,39,1,5,Sales Executive,3,Divorced,7819.0,21010,5,Y,No,17,3,3,80,3,22,5,4,22,19,6,4
349,27.0,No,Travel_Rarely,866,Research & Development,12,5,Human Resources,1,3,Male,35,3,2,Manager,1,Divorced,3846.0,10614,5,Y,No,24,4,1,80,1,20,5,3,20,14,13,7
350,30.0,Yes,Travel_Rarely,1280,Research & Development,21,2,Medical,1,3,Female,45,1,4,Manager,1,Single,12007.0,19525,2,Y,No,14,3,1,80,1,12,1,3,12,10,15,9
351,54.0,No,Travel_Rarely,740,Research & Development,18,1,Medical,1,1,Male,89,3,1,Manager,2,Divorced,4021.0,25319,8,Y,No,20,4,1,80,2,36,4,2,36,23,12,7
352,55.0,No,Travel_Frequently,669,Research & Development,18,2,Human Resources,1,4,Male,55,4,4,Research Director,2,Single,15594.0,12245,7,Y,No,12,3,3,80,1,25,5,2,25,16,0,2
353,41.0,No,Travel_Rarely,504,Research & Development,4,5,Life Sciences,1,3,Male,50,3,2,Healthcare Representative,2,Single,9825.0,19504,2,Y,No,22,3,1,80,0,39,1,4,39,24,14,1
354,19.0,No,Travel_Rarely,806,Sales,28,1,Marketing,1,2,Male,87,1,3,Manager,2,Single,3046.0,14359,4,Y,No,14,3,2,80,2,6,0,2,6,5,4,0
355,39.0,No,Travel_Rarely,1028,Sales,20,4,Marketing,1,4,Male,70,4,5,Manager,2,Single,16336.0,6527,4,Y,No,15,3,4,80,3,38,4,3,38,30,5,18
356,34.0,No,Non-Travel,1212,Research & Development,23,3,Medical,1,4,Male,59,2,1,Research Scientist,3,Divorced,16354.0,25490,4,Y,No,23,3,3,80,3,21,5,4,21,17,13,7
357,53.0,Yes,Travel_Rarely,692,Sales,14,1,Medical,1,2,Male,34,4,5,Sales Representative,3,Single,12846.0,14667,2,Y,Yes,24,3,2,80,3,38,2,1,38,27,2,1
358,31.0,No,Travel_Rarely,285,Research & Development,28,5,Human Resources,1,4,Male,39,1,5,Research Scientist,4,Single,18744.0,8693,4,Y,No,14,3,1,80,1,22,1,4,22,21,15,18
359,27.0,No,Travel_Rarely,994,Human Resources,14,1,Technical Degree,1,4,Female,40,1,5,Human Resources,3,Single,3930.0,6903,4,Y,No,25,3,4,80,2,29,0,2,29,23,12,0
360,52.0,Yes,Travel_Rarely,178,Research & Development,1,2,Life Sciences,1,3,Male,92,4,5,Research Director,3,Single,16922.0,2055,3,Y,No,13,3,1,80,1,17,0,3,17,4,5,2
361,42.0,No,Travel_Rarely,244,Research & Development,11,1,Other,1,2,Male,36,4,2,Laboratory Technician,2,Single,2533.0,25142,3,Y,No,16,4,2,80,0,17,0,3,17,11,3,5
362,20.0,No,Travel_Rarely,113,Research & Development,22,4,Technical Degree,1,3,Female,88,4,5,Research Director,4,Married,3458.0,15414,1,Y,Yes,11,3,1,80,2,9,6,1,9,9,5,6
363,55.0,No,Non-Travel,101,Research & Development,27,1,Technical Degree,1,2,Female,41,3,5,Laboratory Technician,3,Single,2533.0,4263,8,Y,Yes,18,3,3,80,1,38,4,1,38,7,5,7
364,34.0,No,Travel_Rarely,615,Research & Development,29,3,Medical,1,1,Male,93,2,2,Healthcare Representative,3,Divorced,10752.0,26596,6,Y,Yes,22,3,2,80,3,29,3,4,29,28,15,19
365,29.0,No,Travel_Rarely,855,Human Resources,9,1,Medical,1,4,Female,70,3,4,Human Resources,4,Divorced,8294.0,24737,0,Y,No,15,3,3,80,3,25,2,3,25,5,3,0
366,41.0,No,Travel_Rarely,165,Research & Development,18,2,Medical,1,4,Male,89,1,2,Healthcare Representative,1,Single,16695.0,10482,4,Y,No,18,3,4,80,0,6,4,1,6,3,0,2
367,46.0,Yes,Travel_Rarely,345,Human Resources,28,1,Technical Degree,1,3,Male,57,4,3,Human Resources,2,Divorced,3659.0,17050,1,Y,Yes,20,3,3,80,0,6,4,1,6,0,2,0
368,60.0,Yes,Travel_Rarely,671,Human Resources,5,4,Life Sciences,1,4,Female,92,3,2,Manager,3,Single,19999.0,20378,9,Y,Yes,14,3,3,80,0,4,5,4,4,3,10,0
369,42.0,Yes,Travel_Rarely,1355,Sales,10,5,Medical,1,4,Male,32,3,4,Sales Executive,3,Single,19999.0,19218,5,Y,No,14,4,1,80,3,0,6,4,0,0,9,0
370,53.0,Yes,Travel_Rarely,535,Sales,15,1,Marketing,1,3,Male,61,1,3,Manager,4,Single,6594.0,22667,6,Y,No,15,3,1,80,1,17,1,3,17,5,6,4
371,43.0,No,Travel_Rarely,452,Sales,27,1,Life Sciences,1,3,Male,50,3,3,Sales Representative,3,Married,11140.0,7270,1,Y,No,15,3,2,80,3,12,2,2,12,11,1,5
372,55.0,No,Travel_Rarely,778,Sales,10,3,Marketing,1,2,Male,84,1,1,Sales Representative,2,Married,2055.0,16272,5,Y,No,21,3,4,80,3,24,0,2,24,14,3,3
373,18.0,No,Travel_Rarely,482,Sales,16,4,Life Sciences,1,1,Male,47,3,5,Sales Executive,3,Divorced,19488.0,16526,2,Y,No,16,4,2,80,3,39,4,3,39,33,5,16
374,37.0,No,Travel_Rarely,1183,Research & Development,4,5,Medical,1,3,Female,82,2,3,Healthcare Representative,1,Married,12099.0,16742,8,Y,Yes,15,4,4,80,1,7,2,2,7,3,4,1
375,45.0,No,Travel_Rarely,569,Sales,4,2,Other,1,2,Male,90,1,3,Manager,2,Married,2125.0,22693,3,Y,Yes,15,3,4,80,3,9,1,3,9,7,13,4
376,33.0,No,Travel_Rarely,1206,Research & Development,8,1,Human Resources,1,3,Female,79,2,4,Manager,1,Single,1539.0,12106,2,Y,No,23,3,3,80,0,31,3,3,31,26,5,20
377,34.0,No,Travel_Rarely,173,Research & Development,6,5,Medical,1,2,Male,37,3,3,Research Director,4,Married,19999.0,12793,2,Y,Yes,18,3,1,80,0,16,2,1,16,12,4,4
378,57.0,Yes,Travel_Rarely,1434,Sales,23,2,Technical Degree,1,1,Female,41,2,4,Manager,2,Single,15588.0,3501,1,Y,No,16,3,4,80,0,37,6,2,37,35,8,30
379,45.0,Yes,Travel_Rarely,125,Research & Development,11,4,Other,1,2,Female,80,2,5,Manager,3,Single,12945.0,17295,8,Y,No,12,3,1,80,0,14,6,3,14,5,10,5
380,29.0,Yes,Travel_Rarely,1366,Sales,28,4,Technical Degree,1,2,Female,95,2,1,Sales Representative,2,Single,5478.0,17553,7,Y,Yes,14,3,4,80,3,14,0,2,14,5,15,2
381,44.0,No,Travel_Rarely,934,Sales,25,5,Life Sciences,1,4,Male,70,3,1,Manager,2,Single,9912.0,13513,4,Y,Yes,14,4,1,80,3,39,6,2,39,31,11,1
382,59.0,No,Travel_Rarely,727,Research & Development,13,2,Technical Degree,1,3,Male,51,1,5,Manufacturing Director,2,Married,15435.0,23072,8,Y,No,15,3,2,80,3,19,4,4,19,11,12,0
383,47.0,No,Non-Travel,1446,Research & Development,19,4,Other,1,2,Male,38,3,5,Manufacturing Director,1,Divorced,12756.0,6136,1,Y,No,25,3,1,80,0,14,3,2,14,11,15,1
384,58.0,Yes,Travel_Frequently,1303,Research & Development,11,5,Other,1,3,Female,40,3,2,Research Director,4,Single,2902.0,16705,5,Y,No,25,3,3,80,1,34,1,3,34,6,1,4
385,51.0,Yes,Travel_Rarely,873,Research & Development,2,4,Medical,1,2,Female,42,3,3,Manufacturing Director,2,Married,13273.0,18403,6,Y,Yes,16,3,4,80,2,5,0,1,5,1,3,1
386,54.0,No,Travel_Rarely,1108,Research & Development,3,4,Marketing,1,4,Male,85,1,3,Laboratory Technician,3,Married,,19416,5,Y,Yes,21,4,3,80,2,29,3,2,29,14,0,5
387,23.0,Yes,Travel_Rarely,365,Sales,15,4,Medical,1,4,Male,57,4,3,Sales Representative,2,Divorced,3876.0,11016,2,Y,Yes,15,3,4,80,2,7,5,3,7,7,11,7
388,24.0,No,Non-Travel,649,Sales,24,3,Life Sciences,1,1,Male,93,3,4,Sales Executive,2,Single,2578.0,15947,9,Y,No,24,3,3,80,1,30,5,4,30,16,12,15
389,49.0,No,Non-Travel,176,Research & Development,13,2,Technical Degree,1,2,Female,93,3,2,Laboratory Technician,4,Married,12238.0,21658,9,Y,No,24,3,4,80,3,31,1,2,31,9,6,4
390,49.0,Yes,Travel_Rarely,1172,Research & Development,25,5,Marketing,1,4,Male,99,1,3,Manager,3,Divorced,18632.0,13853,9,Y,No,21,3,1,80,2,14,0,1,14,6,0,3
391,42.0,No,Travel_Rarely,1113,Human Resources,10,5,Human Resources,1,3,Female,84,4,4,Human Resources,3,Married,19999.0,16353,8,Y,No,16,3,4,80,2,17,6,2,17,5,5,3
392,50.0,No,Travel_Rarely,1377,Research & Development,5,2,Other,1,2,Female,66,4,4,Laboratory Technician,1,Married,1536.0,2747,7,Y,Yes,18,3,3,80,3,12,4,3,12,8,9,5
393,24.0,No,Travel_Rarely,1372,Research & Development,24,2,Marketing,1,2,Male,62,4,1,Research Director,3,Single,,12558,7,Y,No,14,3,3,80,2,23,1,2,23,14,9,13
394,29.0,Yes,Travel_Rarely,1195,Research & Development,11,2,Marketing,1,1,Male,54,4,4,Research Scientist,3,Single,2501.0,18071,7,Y,No,21,3,4,80,3,39,6,2,39,39,12,22
395,33.0,No,Travel_Rarely,546,Research & Development,23,2,Medical,1,3,Male,52,1,5,Manufacturing Director,3,Married,13329.0,9004,8,Y,No,13,3,4,80,2,13,3,4,13,4,8,0
396,33.0,Yes,Non-Travel,605,Human Resources,28,1,Human Resources,1,1,Male,89,1,4,Human Resources,2,Married,15837.0,19351,0,Y,No,19,3,2,80,3,27,0,2,27,17,1,6
397,60.0,No,Non-Travel,1376,Research & Development,14,5,Other,1,2,Male,85,4,5,Manufacturing Director,1,Single,16974.0,17641,7,Y,No,13,3,2,80,0,10,5,1,10,3,15,1
398,53.0,No,Travel_Rarely,1095,Research & Development,28,1,Life Sciences,1,1,Male,92,2,5,Research Director,3,Married,12529.0,5547,1,Y,No,21,3,1,80,1,5,5,2,5,5,0,5
399,30.0,Yes,Travel_Frequently,969,Research & Development,29,4,Life Sciences,1,2,Female,37,1,1,Research Scientist,3,Married,19999.0,21182,3,Y,No,18,3,1,80,2,24,2,4,24,1,11,0
400,24.0,Yes,Travel_Rarely,398,Research & Development,25,4,Marketing,1,2,Male,46,2,1,Healthcare Representative,3,Married,14004.0,5015,0,Y,Yes,20,3,1,80,3,0,0,3,0,0,14,0
401,53.0,Yes,Travel_Rarely,833,Sales,20,5,Marketing,1,1,Male,86,2,4,Sales Representative,2,Married,11760.0,24989,5,Y,No,22,4,1,80,0,24,3,2,24,22,10,6
402,26.0,Yes,Travel_Frequently,1183,Human Resources,15,4,Technical Degree,1,1,Female,91,4,1,Manager,2,Divorced,19461.0,20188,9,Y,Yes,15,3,1,80,3,1,3,2,1,0,10,0
403,49.0,Yes,Non-Travel,1480,Research & Development,13,2,Human Resources,1,2,Female,40,4,1,Manufacturing Director,1,Married,5795.0,4023,0,Y,No,19,3,4,80,2,31,2,4,31,29,10,1
404,28.0,No,Travel_Rarely,256,Research & Development,26,1,Other,1,1,Male,96,3,3,Healthcare Representative,4,Divorced,4245.0,10592,4,Y,Yes,13,3,2,80,2,12,6,4,12,2,9,2
405,25.0,Yes,Travel_Rarely,441,Research & Development,3,2,Marketing,1,1,Male,69,2,4,Research Scientist,1,Single,3027.0,22816,8,Y,No,20,3,4,80,2,32,3,4,32,0,12,0
406,50.0,No,Travel_Rarely,1073,Research & Development,9,4,Technical Degree,1,2,Male,69,3,4,Healthcare Representative,2,Single,19324.0,12512,0,Y,No,20,3,2,80,2,31,6,2,31,8,2,7
407,40.0,No,Travel_Rarely,993,Research & Development,8,1,Human Resources,1,3,Female,85,4,4,Healthcare Representative,3,Single,5059.0,5324,8,Y,No,18,4,2,80,2,23,6,1,23,21,5,10
408,42.0,Yes,Travel_Rarely,1325,Sales,15,2,Other,1,1,Female,82,2,1,Manager,3,Single,5834.0,25547,3,Y,Yes,24,3,3,80,0,26,0,4,26,13,14,8
409,25.0,Yes,Travel_Rarely,1158,Human Resources,23,5,Life Sciences,1,1,Female,57,1,1,Manager,1,Single,1494.0,20261,2,Y,Yes,23,3,3,80,3,3,6,3,3,3,12,3
410,39.0,Yes,Non-Travel,1016,Sales,1,2,Technical Degree,1,4,Male,71,3,5,Sales Executive,3,Single,8487.0,12879,7,Y,No,23,3,2,80,3,23,5,2,23,20,6,15
411,21.0,No,Travel_Rarely,1288,Research & Development,2,4,Human Resources,1,3,Female,75,4,2,Research Director,2,Divorced,10101.0,5675,5,Y,No,17,4,4,80,2,22,1,3,22,12,10,8
412,57.0,No,Non-Travel,1151,Human Resources,9,1,Technical Degree,1,1,Male,47,2,2,Human Resources,1,Single,5539.0,25345,6,Y,No,22,3,2,80,3,28,5,3,28,5,7,1
413,20.0,No,Travel_Rarely,1495,Human Resources,21,5,Marketing,1,2,Male,52,4,2,Manager,4,Married,19999.0,12111,8,Y,No,17,3,1,80,0,33,6,1,33,0,3,0
414,46.0,No,Travel_Rarely,413,Research & Development,17,1,Medical,1,4,Male,55,3,3,Healthcare Representative,2,Single,11920.0,18389,4,Y,No,24,3,4,80,2,20,5,3,20,20,15,12
415,58.0,No,Travel_Rarely,1407,Research & Development,9,5,Life Sciences,1,4,Male,58,4,1,Research Director,2,Divorced,5888.0,7533,1,Y,No,21,3,4,80,1,29,0,4,29,24,7,4
416,46.0,No,Travel_Rarely,1421,Research & Development,1,1,Marketing,1,4,Male,81,4,5,Healthcare Representative,3,Married,1020.0,11713,2,Y,No,20,3,2,80,0,25,6,4,25,3,6,2
417,51.0,No,Non-Travel,574,Sales,8,4,Marketing,1,1,Female,75,1,5,Sales Representative,2,Single,6711.0,7175,2,Y,No,19,3,1,80,2,19,3,2,19,2,10,1
418,51.0,Yes,Non-Travel,696,Research & Development,5,5,Human Resources,1,2,Female,30,4,2,Laboratory Technician,2,Married,18644.0,5878,3,Y,No,22,3,2,80,3,15,2,1,15,0,7,0
419,45.0,No,Travel_Rarely,1472,Research & Development,11,3,Technical Degree,1,4,Male,92,2,3,Research Director,4,Married,13501.0,21853,9,Y,Yes,18,3,1,80,0,2,2,1,2,1,4,0
420,30.0,No,Travel_Rarely,735,Research & Development,28,1,Life Sciences,1,3,Male,45,2,3,Healthcare Representative,3,Married,4482.0,11013,6,Y,Yes,13,3,4,80,2,36,4,3,36,30,9,0
421,32.0,No,Travel_Rarely,544,Research & Development,6,1,Marketing,1,4,Male,54,1,2,Manager,2,Married,13867.0,22717,9,Y,No,24,3,2,80,3,39,2,1,39,33,6,12
422,40.0,No,Non-Travel,1330,Research & Development,17,2,Human Resources,1,4,Male,91,2,2,Research Director,3,Married,12947.0,25017,5,Y,Yes,23,3,1,80,3,24,2,3,24,18,15,4
423,43.0,No,Travel_Rarely,516,Sales,18,5,Life Sciences,1,3,Male,45,4,1,Manager,2,Divorced,6063.0,5093,2,Y,No,16,3,3,80,2,22,3,3,22,19,13,17
